sentence1	sentence2	label
If you people only knew how fatally easy it is to poison some one by mistake , you would n't joke about it . Nobody can be poisoned by mistake . contradiction contradiction contradiction contradiction contradiction contradiction 5737 2367 2367e slate ( ( ( ( ( ( On ( ( the window ) ( above ( the sink ) ) ) ) ( ( a ( small container ) ) ( is ( ( stuffed ( with ( ( ( ( ( ( ( bits ( of leftovers ) ) -- ) ( ( the ( red berries ) ) ( of barberry ) ) ) , ) ( ( small twigs ) ( of willow ) ) ) , ) ( cuttings ( of ( hinoki cypress ) ) ) ) ) ) ( with ( ( its fruits ) attached ) ) ) ) ) ) , ) and ) ( ( the pendulous ) ( leathery ( ( seed pods ) ( of wisteria ) ) ) ) ) . ) ( There ( ( is ( ( a container ) ( on ( ( the window ) ( containing ( organic matter ) ) ) ) ) ) . ) ) ( ROOT ( S ( S ( PP ( IN On ) ( NP ( NP ( DT the ) ( NN window ) ) ( PP ( IN above ) ( NP ( DT the ) ( NN sink ) ) ) ) ) ( NP ( DT a ) ( JJ small ) ( NN container ) ) ( VP ( VBZ is ) ( VP ( VBN stuffed ) ( PP ( IN with ) ( NP ( NP ( NP ( NNS bits ) ) ( PP ( IN of ) ( NP ( NNS leftovers ) ) ) ) ( : -- ) ( NP ( NP ( DT the ) ( JJ red ) ( NNS berries ) ) ( PP ( IN of ) ( NP ( NN barberry ) ) ) ) ( , , ) ( NP ( NP ( JJ small ) ( NNS twigs ) ) ( PP ( IN of ) ( NP ( NN willow ) ) ) ) ( , , ) ( NP ( NP ( NNS cuttings ) ) ( PP ( IN of ) ( NP ( JJ hinoki ) ( NNS cypress ) ) ) ) ) ) ( PP ( IN with ) ( NP ( NP ( PRP $ its ) ( NNS fruits ) ) ( VP ( VBN attached ) ) ) ) ) ) ) ( , , ) ( CC and ) ( S ( NP ( DT the ) ( NNS pendulous ) ) ( VP ( VBP leathery ) ( NP ( NP ( NN seed ) ( NNS pods ) ) ( PP ( IN of ) ( NP ( NN wisteria ) ) ) ) ) ) ( . . ) ) ) ( ROOT ( S ( NP ( EX There ) ) ( VP ( VBZ is ) ( NP ( NP ( DT a ) ( NN container ) ) ( PP ( IN on ) ( NP ( NP ( DT the ) ( NN window ) ) ( VP ( VBG containing ) ( NP ( JJ organic ) ( NN matter ) ) ) ) ) ) ) ( . . ) ) ) On the window above the sink a small container is stuffed with bits of leftovers -- the red berries of barberry , small twigs of willow , cuttings of hinoki cypress with its fruits attached , and the pendulous leathery seed pods of wisteria . There is a container on the window containing organic matter . entailment entailment entailment entailment entailment entailment 5738 11697 11697e fiction ( Jon ( ( ran ( as ( ( the tunnel ) ( collapsed ( behind him ) ) ) ) ) . ) ) ( ( The tunnel ) ( ( ( collapsed ( behind Jon ) ) ( as ( he ran ) ) ) . ) ) ( ROOT ( S ( NP ( NNP Jon ) ) ( VP ( VBD ran ) ( SBAR ( IN as ) ( S ( NP ( DT the ) ( NN tunnel ) ) ( VP ( VBD collapsed ) ( PP ( IN behind ) ( NP ( PRP him ) ) ) ) ) ) ) ( . . ) ) ) ( ROOT ( S ( NP ( DT The ) ( NN tunnel ) ) ( VP ( VBD collapsed ) ( PP ( IN behind ) ( NP ( NNP Jon ) ) ) ( SBAR ( IN as ) ( S ( NP ( PRP he ) ) ( VP ( VBD ran ) ) ) ) ) ( . . ) ) ) Jon ran as the tunnel collapsed behind him . The tunnel collapsed behind Jon as he ran . entailment entailment entailment entailment entailment entailment 5739 10604 10604n fiction ( And ( ( ( two - ) ( the ( personal ( pronoun problems ) ) ) ) ( ( were ( going ( to ( get serious ) ) ) ) . ) ) ) ( There ( ( was ( going ( to ( be ( ( a problem ) ( while ( editing ( the paper ) ) ) ) ) ) ) ) . ) ) ( ROOT ( S ( CC And ) ( NP ( NP ( CD two ) ) ( : - ) ( NP ( DT the ) ( JJ personal ) ( NN pronoun ) ( NNS problems ) ) ) ( VP ( VBD were ) ( VP ( VBG going ) ( S ( VP ( TO to ) ( VP ( VB get ) ( ADJP ( JJ serious ) ) ) ) ) ) ) ( . . ) ) ) ( ROOT ( S ( NP ( EX There ) ) ( VP ( VBD was ) ( VP ( VBG going ) ( S ( VP ( TO to ) ( VP ( VB be ) ( NP ( NP ( DT a ) ( NN problem ) ) ( PP ( IN while ) ( S ( VP ( VBG editing ) ( NP ( DT the ) ( NN paper ) ) ) ) ) ) ) ) ) ) ) ( . . ) ) ) And two- the personal pronoun problems were going to get serious . There was going to be a problem while editing the paper . neutral neutral neutral neutral neutral neutral 5740 143651 143651e slate ( ( How long ) ( ( , ( ( ( ( Thaler and ) Siegel ) ask ) , ) ) ( ( ( will it ) ( take ( ( most investors ) ( to ( ( get ( wise ( to ( the fact ) ) ) ) ( that ( ( the ( equity premium ) ) ( ( is just ) ( too ( damned high ) ) ) ) ) ) ) ) ) ) ? ) ) ) ( ( ( Thaler and ) Siegel ) ( ( want ( to ( know ( ( how long ) ( it ( will ( take ( ( most investors ) ( to ( know ( ( ( ( realize and ) know ) ( ( the implications ) ( of ( the ( equity premium ) ) ) ) ) ( being ( too high ) ) ) ) ) ) ) ) ) ) ) ) ) . ) ) ( ROOT ( SBARQ ( WHADVP ( WRB How ) ( RB long ) ) ( PRN ( , , ) ( S ( NP ( NNP Thaler ) ( CC and ) ( NNP Siegel ) ) ( VP ( VBP ask ) ) ) ( , , ) ) ( SQ ( MD will ) ( NP ( PRP it ) ) ( VP ( VB take ) ( S ( NP ( JJS most ) ( NNS investors ) ) ( VP ( TO to ) ( VP ( VB get ) ( ADJP ( JJ wise ) ( PP ( TO to ) ( NP ( DT the ) ( NN fact ) ) ) ) ( SBAR ( IN that ) ( S ( NP ( DT the ) ( NN equity ) ( NN premium ) ) ( VP ( VBZ is ) ( ADVP ( RB just ) ) ( ADJP ( RB too ) ( RB damned ) ( JJ high ) ) ) ) ) ) ) ) ) ) ( . ? ) ) ) ( ROOT ( S ( NP ( NNP Thaler ) ( CC and ) ( NNP Siegel ) ) ( VP ( VBP want ) ( S ( VP ( TO to ) ( VP ( VB know ) ( SBAR ( WHADVP ( WRB how ) ( RB long ) ) ( S ( NP ( PRP it ) ) ( VP ( MD will ) ( VP ( VB take ) ( S ( NP ( JJS most ) ( NNS investors ) ) ( VP ( TO to ) ( VP ( VB know ) ( VP ( VB realize ) ( CC and ) ( VB know ) ( NP ( NP ( DT the ) ( NNS implications ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN equity ) ( NN premium ) ) ) ) ( S ( VP ( VBG being ) ( ADJP ( RB too ) ( JJ high ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ( . . ) ) ) How long , Thaler and Siegel ask , will it take most investors to get wise to the fact that the equity premium is just too damned high ? Thaler and Siegel want to know how long it will take most investors to know realize and know the implications of the equity premium being too high . entailment entailment entailment entailment entailment entailment 5741 141560 141560c travel ( This ( ( is ( a ( ( ( powerful and ) evocative ) museum ) ) ) . ) ) ( ( ( The ( last thing ) ) ( you ( 'd ( say ( about ( the museum ) ) ) ) ) ) ( ( is ( that ( it ( 's evocative ) ) ) ) . ) ) ( ROOT ( S ( NP ( DT This ) ) ( VP ( VBZ is ) ( NP ( DT a ) ( ADJP ( JJ powerful ) ( CC and ) ( JJ evocative ) ) ( NN museum ) ) ) ( . . ) ) ) ( ROOT ( S ( NP ( NP ( DT The ) ( JJ last ) ( NN thing ) ) ( SBAR ( S ( NP ( PRP you ) ) ( VP ( MD 'd ) ( VP ( VB say ) ( PP ( IN about ) ( NP ( DT the ) ( NN museum ) ) ) ) ) ) ) ) ( VP ( VBZ is ) ( SBAR ( IN that ) ( S ( NP ( PRP it ) ) ( VP ( VBZ 's ) ( ADJP ( JJ evocative ) ) ) ) ) ) ( . . ) ) ) This is a powerful and evocative museum . The last thing you 'd say about the museum is that it 's evocative . contradiction contradiction contradiction contradiction contradiction contradiction 5742 74461 74461c travel ( ( In 1923 ) ( , ( ( ( ( ( Turkey ( ( broke away ) ( from ( the ( tired ( Ottoman rulers ) ) ) ) ) ) , ) and ) ( ( Kemal Ataturk ) ( ( rose ( to power ) ) ( on ( ( a wave ) ( of ( popular support ) ) ) ) ) ) ) . ) ) ) ( ( Kemal Ataturk ) ( ( ( was never ) ( affiliated ( with ( the ( Ottoman Empire ) ) ) ) ) . ) ) ( ROOT ( S ( PP ( IN In ) ( NP ( CD 1923 ) ) ) ( , , ) ( S ( NP ( NNP Turkey ) ) ( VP ( VBD broke ) ( PRT ( RP away ) ) ( PP ( IN from ) ( NP ( DT the ) ( JJ tired ) ( CD Ottoman ) ( NNS rulers ) ) ) ) ) ( , , ) ( CC and ) ( S ( NP ( NNP Kemal ) ( NNP Ataturk ) ) ( VP ( VBD rose ) ( PP ( TO to ) ( NP ( NN power ) ) ) ( PP ( IN on ) ( NP ( NP ( DT a ) ( NN wave ) ) ( PP ( IN of ) ( NP ( JJ popular ) ( NN support ) ) ) ) ) ) ) ( . . ) ) ) ( ROOT ( S ( NP ( NNP Kemal ) ( NNP Ataturk ) ) ( VP ( VBD was ) ( ADVP ( RB never ) ) ( VP ( VBN affiliated ) ( PP ( IN with ) ( NP ( DT the ) ( NNP Ottoman ) ( NNP Empire ) ) ) ) ) ( . . ) ) ) In 1923 , Turkey broke away from the tired Ottoman rulers , and Kemal Ataturk rose to power on a wave of popular support . Kemal Ataturk was never affiliated with the Ottoman Empire . contradiction contradiction contradiction neutral contradiction contradiction 5743 79404 79404n travel ( ( ( That ( first glimpse ) ) ( of ( ( the ( towering ( , ( steepled abbey ) ) ) ) ( rising ( from ( ( the sea ) ( on ( its rock ) ) ) ) ) ) ) ) ( ( is ( ( a moment ) ( you ( ( will not ) forget ) ) ) ) . ) ) ( ( The abbey ) ( ( is ( ( the ( region 's ) ) ( most ( photographed building ) ) ) ) . ) ) ( ROOT ( S ( NP ( NP ( DT That ) ( JJ first ) ( NN glimpse ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( JJ towering ) ( , , ) ( JJ steepled ) ( NN abbey ) ) ( VP ( VBG rising ) ( PP ( IN from ) ( NP ( NP ( DT the ) ( NN sea ) ) ( PP ( IN on ) ( NP ( PRP $ its ) ( NN rock ) ) ) ) ) ) ) ) ) ( VP ( VBZ is ) ( NP ( NP ( DT a ) ( NN moment ) ) ( SBAR ( S ( NP ( PRP you ) ) ( VP ( MD will ) ( RB not ) ( VP ( VB forget ) ) ) ) ) ) ) ( . . ) ) ) ( ROOT ( S ( NP ( DT The ) ( NN abbey ) ) ( VP ( VBZ is ) ( NP ( NP ( DT the ) ( NN region ) ( POS 's ) ) ( JJS most ) ( JJ photographed ) ( NN building ) ) ) ( . . ) ) ) That first glimpse of the towering , steepled abbey rising from the sea on its rock is a moment you will not forget . The abbey is the region 's most photographed building . neutral neutral neutral neutral neutral neutral 5744 145485 145485c telephone ( because ( ( ( uh ( i ( know ( people ( who ( eat ( tons ( of ( ( that kind ) ( of stuff ) ) ) ) ) ) ) ) ) ) and ) ( they ( ( 're just ) ( as ( healthy ( as ( can be ) ) ) ) ) ) ) ) ( ( Anyone ( I ( know ( who ( eats ( ( that kind ) ( of stuff ) ) ) ) ) ) ) ( ( is ( very ill ) ) . ) ) ( ROOT ( SBAR ( IN because ) ( S ( S ( INTJ ( UH uh ) ) ( NP ( FW i ) ) ( VP ( VBP know ) ( NP ( NP ( NNS people ) ) ( SBAR ( WHNP ( WP who ) ) ( S ( VP ( VBP eat ) ( NP ( NP ( NNS tons ) ) ( PP ( IN of ) ( NP ( NP ( DT that ) ( NN kind ) ) ( PP ( IN of ) ( NP ( NN stuff ) ) ) ) ) ) ) ) ) ) ) ) ( CC and ) ( S ( NP ( PRP they ) ) ( VP ( VBP 're ) ( ADVP ( RB just ) ) ( ADJP ( RB as ) ( JJ healthy ) ( SBAR ( IN as ) ( S ( VP ( MD can ) ( VP ( VB be ) ) ) ) ) ) ) ) ) ) ) ( ROOT ( S ( NP ( NP ( NN Anyone ) ) ( SBAR ( S ( NP ( PRP I ) ) ( VP ( VBP know ) ( SBAR ( WHNP ( WP who ) ) ( S ( VP ( VBZ eats ) ( NP ( NP ( DT that ) ( NN kind ) ) ( PP ( IN of ) ( NP ( NN stuff ) ) ) ) ) ) ) ) ) ) ) ( VP ( VBZ is ) ( ADJP ( RB very ) ( JJ ill ) ) ) ( . . ) ) ) because uh i know people who eat tons of that kind of stuff and they 're just as healthy as can be Anyone I know who eats that kind of stuff is very ill. contradiction contradiction contradiction contradiction contradiction contradiction 5745 28862 28862c government ( ( Since ( the ( mid 1990s ) ) ) ( , ( ( aggregate ( household wealth ) ) ( ( has ( ( ( swelled ( relative ( to ( disposable ( personal income ) ) ) ) ) , ) ( largely ( due ( to ( increases ( in ( ( ( the ( market value ) ) ( of ( ( households ' ) ( existing assets ) ) ) ) ( -LRB- ( ( see ( figure 1.2 ) ) -RRB- ) ) ) ) ) ) ) ) ) ) . ) ) ) ) ( ( Aggregate ( household wealth ) ) ( ( has ( ( plummeted ( since ( the 1990s ) ) ) ( as ( ( household assets ) ( ( have steadily ) decreased ) ) ) ) ) . ) ) ( ROOT ( S ( PP ( IN Since ) ( NP ( DT the ) ( JJ mid ) ( NNS 1990s ) ) ) ( , , ) ( NP ( JJ aggregate ) ( NN household ) ( NN wealth ) ) ( VP ( VBZ has ) ( VP ( VBN swelled ) ( S ( ADJP ( JJ relative ) ( PP ( TO to ) ( NP ( JJ disposable ) ( JJ personal ) ( NN income ) ) ) ) ) ( , , ) ( S ( ADJP ( RB largely ) ( JJ due ) ( PP ( TO to ) ( NP ( NP ( NNS increases ) ) ( PP ( IN in ) ( NP ( NP ( NP ( DT the ) ( NN market ) ( NN value ) ) ( PP ( IN of ) ( NP ( NP ( NNS households ) ( POS ' ) ) ( VBG existing ) ( NNS assets ) ) ) ) ( PRN ( -LRB- -LRB- ) ( S ( VP ( VB see ) ( NP ( NN figure ) ( CD 1.2 ) ) ) ) ( -RRB- -RRB- ) ) ) ) ) ) ) ) ) ) ( . . ) ) ) ( ROOT ( S ( NP ( JJ Aggregate ) ( NN household ) ( NN wealth ) ) ( VP ( VBZ has ) ( VP ( VBN plummeted ) ( PP ( IN since ) ( NP ( DT the ) ( NNS 1990s ) ) ) ( SBAR ( IN as ) ( S ( NP ( NN household ) ( NNS assets ) ) ( VP ( VBP have ) ( ADVP ( RB steadily ) ) ( VP ( VBN decreased ) ) ) ) ) ) ) ( . . ) ) ) Since the mid 1990s , aggregate household wealth has swelled relative to disposable personal income , largely due to increases in the market value of households ' existing assets ( see figure 1.2 ) . Aggregate household wealth has plummeted since the 1990s as household assets have steadily decreased . contradiction contradiction contradiction contradiction contradiction contradiction 5746 128736 128736n travel ( ( ( Venice and ) ( its ( Repubblica Serena ) ) ) ( ( ( ( rebounded ( to ( turn ( to ( the mainland ) ) ) ) ) , ) ( ( ( extending ( its ( Veneto territory ) ) ) ( from ( Padua ( across ( the ( Po valley ) ) ) ) ) ) ( ( as far ) ( as Bergamo ) ) ) ) . ) ) ( ( ( Venice and ) ( Reppublica Serena ) ) ( ( ( ( had ( similar hopes ) ) and ) plans ) . ) ) ( ROOT ( S ( NP ( NP ( NNP Venice ) ) ( CC and ) ( NP ( PRP $ its ) ( NNP Repubblica ) ( NNP Serena ) ) ) ( VP ( VBD rebounded ) ( S ( VP ( TO to ) ( VP ( VB turn ) ( PP ( TO to ) ( NP ( DT the ) ( NN mainland ) ) ) ) ) ) ( , , ) ( S ( VP ( VBG extending ) ( NP ( PRP $ its ) ( NNP Veneto ) ( NN territory ) ) ( PP ( IN from ) ( NP ( NP ( NNP Padua ) ) ( PP ( IN across ) ( NP ( DT the ) ( NNP Po ) ( NN valley ) ) ) ) ) ( PP ( ADVP ( RB as ) ( RB far ) ) ( IN as ) ( NP ( NNP Bergamo ) ) ) ) ) ) ( . . ) ) ) ( ROOT ( S ( NP ( NP ( NNP Venice ) ) ( CC and ) ( NP ( NNP Reppublica ) ( NNP Serena ) ) ) ( VP ( VP ( VBD had ) ( NP ( JJ similar ) ( NNS hopes ) ) ) ( CC and ) ( VP ( VBZ plans ) ) ) ( . . ) ) ) Venice and its Repubblica Serena rebounded to turn to the mainland , extending its Veneto territory from Padua across the Po valley as far as Bergamo . Venice and Reppublica Serena had similar hopes and plans . neutral neutral entailment neutral neutral neutral 5747 93570 93570c telephone ( ( yeah well ) ( ( at least ) ( as ( they ( told ( us ( uh ( two shifts ) ) ) ) ) ) ) ) ( They ( ( said ( there ( was ( only ( one shift ) ) ) ) ) . ) ) ( ROOT ( S ( VP ( VB yeah ) ( ADVP ( RB well ) ) ( SBAR ( ADVP ( IN at ) ( JJS least ) ) ( IN as ) ( S ( NP ( PRP they ) ) ( VP ( VBD told ) ( SBAR ( S ( NP ( PRP us ) ) ( VP ( VBZ uh ) ( NP ( CD two ) ( NNS shifts ) ) ) ) ) ) ) ) ) ) ) ( ROOT ( S ( NP ( PRP They ) ) ( VP ( VBD said ) ( SBAR ( S ( NP ( EX there ) ) ( VP ( VBD was ) ( NP ( RB only ) ( CD one ) ( NN shift ) ) ) ) ) ) ( . . ) ) ) yeah well at least as they told us uh two shifts They said there was only one shift . contradiction contradiction contradiction contradiction contradiction contradiction 5748 84901 84901c travel ( ( ( ( ( ( The Tunnel ) ( of Eupalinos ) ) ( can ( be explored ) ) ) but ) ( it ( ( 's not ) ( for ( the claustrophobic ) ) ) ) ) . ) ( ( ( The tunnel ) ( of Eupalinos ) ) ( ( ( is ( so large ) ) ( that ( it ( is ( said ( to ( have ( been ( used ( to ( house ( ( the construction ) ( of ( the titanic ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) ) ( ROOT ( S ( S ( NP ( NP ( DT The ) ( NN Tunnel ) ) ( PP ( IN of ) ( NP ( NNP Eupalinos ) ) ) ) ( VP ( MD can ) ( VP ( VB be ) ( VP ( VBN explored ) ) ) ) ) ( CC but ) ( S ( NP ( PRP it ) ) ( VP ( VBZ 's ) ( RB not ) ( PP ( IN for ) ( NP ( DT the ) ( NN claustrophobic ) ) ) ) ) ( . . ) ) ) ( ROOT ( S ( NP ( NP ( DT The ) ( NN tunnel ) ) ( PP ( IN of ) ( NP ( NNP Eupalinos ) ) ) ) ( VP ( VBZ is ) ( ADJP ( RB so ) ( JJ large ) ) ( SBAR ( IN that ) ( S ( NP ( PRP it ) ) ( VP ( VBZ is ) ( VP ( VBN said ) ( S ( VP ( TO to ) ( VP ( VB have ) ( VP ( VBN been ) ( VP ( VBN used ) ( S ( VP ( TO to ) ( VP ( VB house ) ( NP ( NP ( DT the ) ( NN construction ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN titanic ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ( . . ) ) ) The Tunnel of Eupalinos can be explored but it 's not for the claustrophobic . The tunnel of Eupalinos is so large that it is said to have been used to house the construction of the titanic . contradiction contradiction contradiction contradiction contradiction contradiction 5749 78041 78041e fiction ( Perhaps ( ( ( San ( ` ( doro 's ) ) ) views ) ( ( had ( grown ( into him ) ) ) . ) ) ) ( ( San ( ` doro ) ) ( ( might ( have ( impacted him ) ) ) . ) ) ( ROOT ( S ( ADVP ( RB Perhaps ) ) ( NP ( NP ( JJ San ) ( `` ` ) ( NNS doro ) ( POS 's ) ) ( NNS views ) ) ( VP ( VBD had ) ( VP ( VBN grown ) ( PP ( IN into ) ( NP ( PRP him ) ) ) ) ) ( . . ) ) ) ( ROOT ( S ( NP ( NP ( NNP San ) ) ( NP ( `` ` ) ( NN doro ) ) ) ( VP ( MD might ) ( VP ( VB have ) ( VP ( VBN impacted ) ( NP ( PRP him ) ) ) ) ) ( . . ) ) ) Perhaps San'doro 's views had grown into him . San'doro might have impacted him . entailment entailment entailment entailment entailment entailment 5750 107963 107963c telephone ( they ( just ( ( did n't ) ( ( watch him ) ( on TV ) ) ) ) ) ( They ( ( ( ( watched him ) ( on TV ) ) ( all ( the time ) ) ) . ) ) ( ROOT ( FRAG ( S ( NP ( PRP they ) ) ( ADVP ( RB just ) ) ( VP ( VBD did ) ( RB n't ) ( VP ( VB watch ) ( NP ( PRP him ) ) ( PP ( IN on ) ( NP ( NN TV ) ) ) ) ) ) ) ) ( ROOT ( S ( NP ( PRP They ) ) ( VP ( VBD watched ) ( NP ( PRP him ) ) ( PP ( IN on ) ( NP ( NN TV ) ) ) ( NP ( PDT all ) ( DT the ) ( NN time ) ) ) ( . . ) ) ) they just did n't watch him on TV They watched him on TV all the time . contradiction contradiction contradiction contradiction contradiction contradiction 5751 81837 81837n fiction ( I ( 've ( ( ( thought it ) ( well over ) ) `` ) ) ) ( I ( ( 've ( been ( ( ( thinking about ) it ) ( for ( the ( past ( two weeks ) ) ) ) ) ) ) . ) ) ( ROOT ( S ( NP ( PRP I ) ) ( VP ( VBP 've ) ( VP ( VBN thought ) ( S ( NP ( PRP it ) ) ) ( ADVP ( RB well ) ( RB over ) ) ( `` `` ) ) ) ) ) ( ROOT ( S ( NP ( PRP I ) ) ( VP ( VBP 've ) ( VP ( VBN been ) ( VP ( VBG thinking ) ( IN about ) ( NP ( PRP it ) ) ( PP ( IN for ) ( NP ( DT the ) ( JJ past ) ( CD two ) ( NNS weeks ) ) ) ) ) ) ( . . ) ) ) I 've thought it well over	I 've been thinking about it for the past two weeks .	neutral
Criminal discovered in last chapter .	Criminal discovered in the last part .	entailment
What about the hole ? '' They scanned the cliff-side narrowly .	They looked from the top of the cliff for the hole .	neutral
She was quite young , not more than eighteen .	She looked older even though she was only barely eighteen .	contradiction
Most of it , I could n't even begin to identify .	I did n't nkow what any of it was .	entailment
After the second course I began to feel slightly at ease , although I could n't help being disturbed by the way they just stared at me .	I felt nervous by the way they looked at me .	entailment
Clean shaven , I think and dark . ''	I think that person was dark and shaven clean .	entailment
Adrin heard of a young king in the south who fought against slavers and had an ivory skinned raven-haired swordswoman at his side .	Adrin heard of a famous young king in the south .	entailment
He leaned over Tommy , his face purple with excitement .	He leaned over Tommy , his face red with boredom .	contradiction
Still , it would be interesting to know . 109 Poirot looked at me very earnestly , and again shook his head .	Poirot did not look at me .	contradiction
How do you propose to get in touch with your would-be employers ?	How will you contact the bakery shop owner ?	neutral
Diets for men in their prime	A plan to keep men fat .	contradiction
Daniel took it upon himself to explain a few things .	Daniel explained why the group was doing what they were doing .	neutral
Bauerstein . ''	Doctor Bauerstein	neutral
Something broke inside her , something in her head .	Something snapped inside her head	entailment
Every fresh circumstance seems to establish it more clearly . ''	Every new thing seems to prove it to us that we are right .	neutral
Oh my God , I 'm actually intimidated by a Simulacra .	I am intimidated by Simulacra because he killed my father .	neutral
But the door was locked ? '' These exclamations burst from us disjointedly .	We chaotically exclaimed as we all jumped up in a frenzy , `` But the door was n't unlocked ? ''	entailment
'You 've double-crossed me about four times in one afternoon .	I 'm glad you are n't double crossing me anymore .	contradiction
He had to try something .	Jared had to try to fix it somehow .	neutral
He pointed at his bald head .	He pointed at his red curly hair .	contradiction
Or else it was administered in the brandy you gave her .	Otherwise it was put in the alcohol you gave her .	entailment
They keep romance and marriage apart `` Tommy flushed .	Tommy said they do n't mix romance and marriage .	entailment
He pointed at his bald head .	He lost all of his hair in a fire .	neutral
Bolts of blue and tips of steal .	The bolts were green .	contradiction
I understand , mademoiselle , I understand all you feel .	I have been through the same experience , madam .	neutral
Do not talk .	Do n't speak until they all leave .	neutral
A rusty iron gate swinging dismally on its hinges !	The iron gate was rusty and it was swinging .	entailment
And , for the rest of the way home , I recited to them the various exploits and triumphs of Hercule Poirot .	I recited to them the various exploits and triumphs of Hercule Poirot for approximately 2 hours .	neutral
It 's come back ? cried Julius excitedly .	News of it being gone left them devastated .	contradiction
I have kept you and clothed you and fed you !	I have clothed and fed you and you do n't appreciate it .	neutral
Who are these sons of eggs ?	I wish they were daughters of eggs .	contradiction
Bork shuddered .	Bork shivered .	entailment
Yes , sir .	I will take care of that right away Sir .	neutral
'Have you Mr. Whittington 's address in town ?	Is the address for Mr. Whittington located in town or in the country ?	neutral
No , Dave Hanson , you were too important to us for that .	No , Dave Hanson , you were too important to us .	entailment
Why blame her because she had been true to her creed ?	The woman blamed herself as well .	neutral
I put it to you that you did do so ?	I am guessing that you did stay at the hotel ?	neutral
After the second course I began to feel slightly at ease , although I could n't help being disturbed by the way they just stared at me .	I felt at ease around them .	contradiction
The door did not budge .	The door moved .	contradiction
This is one of the reasons we 're growing too weak to fight the Satheri . `` What 's wrong with a ceremony of worship , if you must worship your eggshell ? '' Dave asked .	Eggshell worship is the reason we 're growing too weak to fight the Satheri , yet Dave asked about it .	entailment
He found himself thinking in circles of worry and pulled himself back to his problem .	He got lost in loops of worry , but snapped himself back to his problem .	entailment
Bauerstein had been at Styles on the fatal night , and added : `` He said twice : 'That alters everything . ' And I 've been thinking .	I have n't given that night any thought .	contradiction
'Publicity . ' Lincoln removed his great hat , making a small show of dusting it off .	Lincoln kept his hat on .	contradiction
All of a sudden I sat down on the edge of the table , and put my face in my hands , sobbing out a 'Mon Dieu !	Suddenly , I sat down and with my face in my hands , started crying .	entailment
For a second , I thought the crowd might provide me with some cover , or at least slow my pursuers down with its sheer density .	i had no where to hide .	contradiction
Said we was a-staying at the inn .	He was staying at the inn in town .	neutral
San'doro did n't make it sound hypothetical , thought Jon .	San'doro did n't sound like that was still merely a thought , mused Jon ; what was he planning to do against him ?	neutral
The door did not budge .	The door was stuck , so it did not move .	entailment
I sha n't stop you . ''	You can stop .	contradiction
It was utterly mad .	It was completely crazy .	entailment
Very simply .	In a complicated way .	contradiction
We can leave them and let them die , said Thorn .	Thorn told us to make sure we save them .	contradiction
'I do n't suppose you could forget I ever said that ? '	Would you please forget that I threatened to kill your mom ?	neutral
'Wait here , ' I was ordered .	He told me to wait .	entailment
The next morning they ate dry bread , two strips of lean meat , and two eggs fried in animal fat on a skillet of black scorched iron .	They ate a hearty breakfast before heading out for the day .	neutral
But you will find it all right . ''	You , I 'm sure , will find it more than adequate .	entailment
Jon twisted the man 's wrist .	Jon grabbed the man .	entailment
Say , man , do n't you know you 've been given up for dead ?	He died of starvation after being left in the desert by his group of friends .	neutral
Shall I tell you what it would be like for your soul to live in the muck of a swamp in a mandrake root ? Dave shook his head .	Shall I tell you how your soul could live in a mandrake root ?	entailment
The judge gave vent to a faint murmur of disapprobation , and the prisoner in the dock leant forward angrily .	The prisoner in the dock remained still and expressionless .	contradiction
From the corner of his eye he saw Jamus look over the broken mare .	Jamus was blinded by the sandstorm .	contradiction
And put like that , she added confidentially to Tommy , `` nobody could boggle at the expense ! '' Nobody did , which was the great thing .	She talked to Tommy	entailment
He saw Stark buried under the earth , screaming for a mercy or death that would never come and crawling out of the rock decades later .	Stark got buried in a big hole .	neutral
Her state is probably to be attributed to the mental shock consequent on recovering her memory . ''	She will need some time to get over the shock .	neutral
After the second course I began to feel slightly at ease , although I could n't help being disturbed by the way they just stared at me .	I felt nervous that they were going to poison me .	neutral
Good sir , Jon began .	Jon addressed the man .	entailment
Look here , you 've no business to come asking for me in this way .	You have every right to be asking for me this way .	contradiction
I noticed that there was a long branch running out from the tree in the right direction .	I did not notice the long branch pointing in the right direction .	contradiction
With dark eyes and eyelashes she would have been a beauty .	She would have been the most beautiful with brown eyes .	neutral
His vigorous strides soon enabled him to gain upon them , and by the time he , in his turn , reached the corner the distance between them was sensibly lessened .	His short , feeble strides soon left him trailing far behind .	contradiction
Splendid !	The speaker is excited by the situation .	entailment
You can count on me , if necessary , for one million dollars .	I 'm good for one million dollars .	entailment
Still , I guess that can be got over .	It wo n't be possible to get passed that .	contradiction
Dirt mounds surrounded the pit so that the spectators stood five or six people deep around the edge of the pit .	The ground is totally flat .	contradiction
What have we for lunch ?	What did they serve for lunch ?	entailment
The man shifted slightly and cut the spear out of the air .	The man moved near a flying spear .	entailment
